Created Date,Agency,Complaint Type,Location Type,Street Name,City
July,HPD,ELECTRIC,RESIDENTIAL BUILDING,WEST  151 STREET,NEW YORK
July,DSNY,Sanitation Condition,Street,84 STREET,Elmhurst
July,HPD,PLUMBING,RESIDENTIAL BUILDING,NEW LOTS AVENUE,BROOKLYN
July,DOF,DOF Property - Payment Issue,Property Address,,NEW YORK
July,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,DAVIDSON AVENUE,BRONX
July,DCA,Consumer Complaint,,SOUNDVIEW AVENUE,BRONX
July,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,53 STREET,BROOKLYN
July,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,WEST  172 STREET,NEW YORK
July,DFTA,Housing - Low Income Senior,Senior Address,,JAMAICA
July,DEP,Sewer,,198 STREET,Saint Albans
July,HPD,ELECTRIC,RESIDENTIAL BUILDING,GRAND CONCOURSE,BRONX
July,HPD,ELECTRIC,RESIDENTIAL BUILDING,GRAND CONCOURSE,BRONX
July,DOT,Street Condition,,11 AVENUE,College Point
July,DEP,Water System,,BAGLEY AVENUE,Flushing
July,HPD,APPLIANCE,RESIDENTIAL BUILDING,KINGSBRIDGE TERRACE,BRONX
July,NYPD,Blocked Driveway,Street/Sidewalk,EAST 156 STREET,BRONX
July,NYPD,Noise - Commercial,Store/Commercial,WEST END AVENUE,NEW YORK
July,DEP,Water System,,,Ridgewood
July,DEP,Noise,,EAST   85 STREET,NEW YORK
July,NYPD,Noise - Residential,Residential Building/House,WEST 30 STREET,NEW YORK
July,DOT,Street Condition,,202 STREET,Bayside
July,DOB,Building/Use,,129 STREET,Kew Gardens
July,DPR,Overgrown Tree/Branches,Street,INWOOD STREET,JAMAICA
July,DOT,Street Light Condition,,,BRONX
July,TLC,Taxi Complaint,,,NEW YORK
July,DOT,Traffic Signal Condition,,,BRONX
July,HPD,WATER LEAK,RESIDENTIAL BUILDING,FULTON STREET,BROOKLYN
July,HPD,WATER LEAK,RESIDENTIAL BUILDING,LINCOLN PLACE,BROOKLYN
July,DOT,Street Condition,,,NEW YORK
July,DPR,Animal in a Park,Park,,WOODSIDE
July,NYPD,Drinking,Street/Sidewalk,87 STREET,EAST ELMHURST
July,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,ROCKAWAY AVENUE,BROOKLYN
July,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,LINCOLN AVENUE,BROOKLYN
July,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,EAST  150 STREET,BRONX
July,DEP,Industrial Waste,,101 AVENUE,Ozone Park
July,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,WEST   29 STREET,NEW YORK
July,HPD,ELECTRIC,RESIDENTIAL BUILDING,WEST   14 STREET,NEW YORK
July,DCA,Consumer Complaint,,148 ROAD,ROSEDALE
July,DPR,Maintenance or Facility,Park,,BROOKLYN
July,NYPD,Noise - Residential,Residential Building/House,LONGFELLOW AVENUE,BRONX
July,DCA,Consumer Complaint,,FULTON STREET,NEW YORK
July,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,WEST  182 STREET,NEW YORK
July,NYPD,Noise - Residential,Residential Building/House,99 STREET,EAST ELMHURST
July,DOHMH,Rodent,3+ Family Apt. Building,FAILE STREET,BRONX
July,DOHMH,Rodent,Construction Site,BOERUM STREET,BROOKLYN
July,NYPD,Animal Abuse,Parking Lot,OGDEN AVENUE,BRONX
July,DOF,DOF Property - Reduction Issue,Co-Op Unit,,HOWARD BEACH
July,DEP,Noise,,WEST   23 STREET,NEW YORK
July,HPD,SAFETY,RESIDENTIAL BUILDING,HULL AVENUE,BRONX
July,HPD,WATER LEAK,RESIDENTIAL BUILDING,CLARKSON AVENUE,BROOKLYN
July,NYPD,Noise - Residential,Residential Building/House,BOERUM STREET,BROOKLYN
July,NYPD,Animal Abuse,Residential Building/House,210 STREET,OAKLAND GARDENS
July,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,WEST   76 STREET,NEW YORK
July,NYPD,Noise - Residential,Residential Building/House,BAYARD STREET,STATEN ISLAND
July,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,MOTHER GASTON BOULEVARD,BROOKLYN
July,DOB,General Construction/Plumbing,,BROADWAY,NEW YORK
July,NYPD,Illegal Parking,Street/Sidewalk,BAY TERRACE,STATEN ISLAND
July,NYPD,Blocked Driveway,Street/Sidewalk,88 ROAD,WOODHAVEN
July,HPD,WATER LEAK,RESIDENTIAL BUILDING,ROCKAWAY PARKWAY,BROOKLYN
July,NYPD,Noise - Residential,Residential Building/House,EAST 21 STREET,NEW YORK
July,NYPD,Noise - Residential,Residential Building/House,40 STREET,BROOKLYN
July,NYPD,Noise - Residential,Residential Building/House,EAST 196 STREET,BRONX
July,NYPD,Noise - Residential,Residential Building/House,JACKSON AVENUE,STATEN ISLAND
July,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,WEST  133 STREET,NEW YORK
July,NYPD,Noise - Residential,Residential Building/House,81 STREET,EAST ELMHURST
July,NYPD,Noise - Commercial,Store/Commercial,BRIDGE STREET,BROOKLYN
July,NYPD,Noise - Residential,Residential Building/House,WICKHAM AVENUE,BRONX
July,DEP,Noise,,HENRY STREET,BROOKLYN
July,DSNY,Overflowing Recycling Baskets,Sidewalk,,BRONX
July,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,MIDWOOD STREET,BROOKLYN
July,NYPD,Blocked Driveway,Street/Sidewalk,EAST 207 STREET,BRONX
July,NYPD,Blocked Driveway,Street/Sidewalk,PULASKI STREET,BROOKLYN
July,DEP,Noise,,PROSPECT PARK WEST,BROOKLYN
July,DSNY,Sanitation Condition,Street,80 STREET,Ozone Park
July,DSNY,Sanitation Condition,Sidewalk,BAY STREET,STATEN ISLAND
July,DEP,Noise,,DALIAN COURT,College Point
July,DPR,Damaged Tree,Street,3 STREET,BROOKLYN
July,NYPD,Blocked Driveway,Street/Sidewalk,METROPOLITAN AVENUE,KEW GARDENS
July,DPR,Damaged Tree,Street,OCEAN PARKWAY,BROOKLYN
July,NYPD,Noise - Residential,Residential Building/House,STRAUSS STREET,BROOKLYN
July,DSNY,Sanitation Condition,Sidewalk,BALSAM PLACE,STATEN ISLAND
July,NYPD,Noise - Park,Park/Playground,,BROOKLYN
July,NYPD,Animal Abuse,Residential Building/House,91 STREET,JACKSON HEIGHTS
July,DOHMH,Standing Water,Construction Site,,NEW YORK
July,HPD,PLUMBING,RESIDENTIAL BUILDING,EAST  175 STREET,BRONX
July,NYPD,Noise - Residential,Residential Building/House,MACON STREET,BROOKLYN
July,DOT,Broken Muni Meter,Street,,NEW YORK
July,NYPD,Illegal Parking,Street/Sidewalk,,BROOKLYN
July,DOF,DOF Property - Reduction Issue,"1-, 2- and 3- Family Home",,SOUTH OZONE PARK
July,DOT,Street Light Condition,,,Ridgewood
July,DOB,General Construction/Plumbing,,METROPOLITAN AVENUE,BROOKLYN
July,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,ADAM C POWELL BOULEVARD,NEW YORK
July,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,BRONX BOULEVARD,BRONX
July,DSNY,Dirty Conditions,Sidewalk,MONTGOMERY STREET,BROOKLYN
July,NYPD,Noise - Vehicle,Street/Sidewalk,SAINT NICHOLAS AVENUE,NEW YORK
July,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,49 STREET,BROOKLYN
July,HPD,GENERAL,RESIDENTIAL BUILDING,BOYNTON AVENUE,BRONX
July,DOB,General Construction/Plumbing,,BENSON AVENUE,BROOKLYN
July,DSNY,Sanitation Condition,Sidewalk,EAST   45 STREET,BROOKLYN
July,NYPD,Blocked Driveway,Street/Sidewalk,NORTHERN BOULEVARD,LONG ISLAND CITY
July,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,RIVERSIDE DRIVE,NEW YORK
July,TLC,Taxi Complaint,,WEST 55 STREET,NEW YORK
July,DOT,Street Light Condition,,,BROOKLYN
July,DOB,Building/Use,,108 STREET,Richmond Hill
July,DCA,Consumer Complaint,,86 STREET,BROOKLYN
July,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,13 AVENUE,BROOKLYN
July,DPR,Dead/Dying Tree,Street,NINTH AVENUE,NEW YORK
July,DSNY,Dirty Conditions,Sidewalk,,Astoria
July,HPD,PLUMBING,RESIDENTIAL BUILDING,BOTANICAL SQUARE,BRONX
July,DSNY,Graffiti,Mixed Use,7 AVENUE,BROOKLYN
July,DPR,Dead/Dying Tree,Street,AVENUE S,BROOKLYN
July,DCA,Consumer Complaint,,,NEW YORK
July,DOB,Building/Use,,21 ROAD,Astoria
July,DSNY,Missed Collection (All Materials),Sidewalk,GERRY STREET,BROOKLYN
July,NYPD,Illegal Parking,Street/Sidewalk,WEST MOSHOLU PARKWAY NORTH,BRONX
July,NYPD,Noise - Residential,Residential Building/House,BRUCKNER BOULEVARD,BRONX
July,DOITT,Cable Complaint,Residential Building,,
July,NYPD,Blocked Driveway,Street/Sidewalk,CLARKSON AVENUE,BROOKLYN
July,DOT,Broken Muni Meter,Street,,NEW YORK
July,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,FREDERICK DOUGLASS BOULEVARD,NEW YORK
July,NYPD,Noise - Vehicle,Street/Sidewalk,WEST 10 STREET,NEW YORK
July,DOT,Street Condition,,250 STREET,Bellerose
July,DEP,Lead,,COLDEN STREET,Flushing
July,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,EAST  117 STREET,NEW YORK
July,NYPD,Noise - Residential,Residential Building/House,HOFFMAN STREET,BRONX
July,FDNY,Fire Alarm - Modification,Street Address,EAST 53 STREET,NEW YORK
July,HPD,WATER LEAK,RESIDENTIAL BUILDING,EAST  106 STREET,NEW YORK
July,HPD,ELECTRIC,RESIDENTIAL BUILDING,DEWEY AVENUE,STATEN ISLAND
July,DOB,General Construction/Plumbing,,LINCOLN ROAD,BROOKLYN
July,HPD,ELECTRIC,RESIDENTIAL BUILDING,CRESTON AVENUE,BRONX
July,DSNY,Dirty Conditions,Sidewalk,TELLER AVENUE,BRONX
July,NYPD,Noise - Residential,Residential Building/House,UNION STREET,BROOKLYN
July,NYPD,Noise - Residential,Residential Building/House,EAST 170 STREET,BRONX
July,DOB,Building/Use,,IRVING PLACE,STATEN ISLAND
July,NYPD,Illegal Parking,Street/Sidewalk,EAST 100 STREET,NEW YORK
July,DOF,DOF Property - Owner Issue,Property Address,,JAMAICA
July,NYPD,Illegal Parking,Street/Sidewalk,STUART STREET,BROOKLYN
July,DOT,Street Light Condition,,,
July,DOT,Street Condition,,18 AVENUE,BROOKLYN
July,DOT,Street Condition,,108 STREET,Forest Hills
July,DEP,Water System,,BEVERLY ROAD,BROOKLYN
July,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,GRAND AVENUE,BRONX
July,NYPD,Noise - Residential,Residential Building/House,,BRONX
July,DOT,Street Condition,,WEST  136 STREET,NEW YORK
July,DHS,Homeless Person Assistance,Residential Building/House,WEST 22 STREET,NEW YORK
July,DOB,Special Natural Area District (SNAD),,WESTERVELT AVENUE,STATEN ISLAND
July,DOT,Sidewalk Condition,Sidewalk,,NEW YORK
July,DOT,Broken Muni Meter,Street,QUEENS BOULEVARD,FOREST HILLS
July,NYPD,Graffiti,Store/Commercial,BERRY STREET,BROOKLYN
July,DPR,Overgrown Tree/Branches,Street,226 STREET,SPRINGFIELD GARDENS
July,DEP,Industrial Waste,,AVENUE X,BROOKLYN
July,DCA,Consumer Complaint,,EAST 204 STREET,BRONX
July,DPR,Overgrown Tree/Branches,Street,196 STREET,SAINT ALBANS
July,DSNY,Sanitation Condition,Street,,Astoria
July,DPR,Damaged Tree,Street,90 AVENUE,JAMAICA
July,DOT,Street Sign - Damaged,Street,,MASPETH
July,DEP,Sewer,,WADSWORTH AVENUE,NEW YORK
July,NYPD,Illegal Parking,Street/Sidewalk,21 STREET,BROOKLYN
July,DSNY,Derelict Vehicles,Street,EAST   35 STREET,BROOKLYN
July,DOT,Traffic Signal Condition,,,
July,NYPD,Noise - Residential,Residential Building/House,59 STREET,BROOKLYN
July,DHS,Homeless Person Assistance,Street/Sidewalk,EXCHANGE PLACE,NEW YORK
July,NYPD,Blocked Driveway,Street/Sidewalk,,BROOKLYN
July,DEP,Water System,,ELLWOOD STREET,NEW YORK
July,DEP,Sewer,,,NEW YORK
July,NYPD,Noise - Park,Park/Playground,LAFAYETTE AVENUE,BRONX
July,NYPD,Illegal Parking,Street/Sidewalk,NORTH 7 STREET,BROOKLYN
July,DPR,Overgrown Tree/Branches,Street,223 STREET,CAMBRIA HEIGHTS
July,NYPD,Noise - Residential,Residential Building/House,GLEBE AVENUE,BRONX
July,NYPD,Noise - Vehicle,Street/Sidewalk,,JAMAICA
July,HPD,PLUMBING,RESIDENTIAL BUILDING,OLMSTEAD AVENUE,BRONX
July,NYPD,Noise - Residential,Residential Building/House,,JAMAICA
July,DOT,Street Light Condition,,CHESTER COURT,BROOKLYN
July,DEP,Noise,,MANHATTAN AVENUE,NEW YORK
July,HPD,APPLIANCE,RESIDENTIAL BUILDING,EDGECOMBE AVENUE,NEW YORK
July,DEP,Noise,,CROWN STREET,BROOKLYN
July,DPR,Damaged Tree,Street,221 STREET,OAKLAND GARDENS
July,DPR,Damaged Tree,Street,MCDIVITT AVENUE,STATEN ISLAND
July,NYPD,Derelict Vehicle,Street/Sidewalk,94 STREET,WOODHAVEN
July,DPR,Maintenance or Facility,Park,,NEW YORK
July,DOB,Elevator,,AMSTERDAM AVENUE,NEW YORK
July,HPD,PLUMBING,RESIDENTIAL BUILDING,MANHATTAN AVENUE,BROOKLYN
July,DSNY,Sanitation Condition,Street,,BROOKLYN
July,DEP,Water System,,EAST  140 STREET,BRONX
July,NYPD,Noise - Residential,Residential Building/House,QUINCY STREET,BROOKLYN
July,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,FAIRMOUNT PLACE,BRONX
July,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,RALPH AVENUE,BROOKLYN
July,NYPD,Noise - Commercial,Club/Bar/Restaurant,AUDUBON AVENUE,NEW YORK
July,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,WEST 149 STREET,NEW YORK
July,DOHMH,Unsanitary Animal Pvt Property,3+ Family Apartment Building,SAINT NICHOLAS AVENUE,NEW YORK
July,DHS,Homeless Person Assistance,Street/Sidewalk,CENTRAL TERMINAL DR,FLUSHING
July,DSNY,Dirty Conditions,Sidewalk,BROWER COURT,STATEN ISLAND
July,DEP,Water System,,GRANT AVENUE,BRONX
July,HPD,GENERAL,RESIDENTIAL BUILDING,LIVONIA AVENUE,BROOKLYN
July,DHS,Homeless Person Assistance,Street/Sidewalk,BROADWAY,NEW YORK
July,DPR,Overgrown Tree/Branches,Street,261 STREET,GLEN OAKS
July,NYPD,Blocked Driveway,Street/Sidewalk,TIOGA DRIVE,SAINT ALBANS
July,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,EASTERN PARKWAY,BROOKLYN
July,DEP,Sewer,,109 DRIVE,Jamaica
July,DPR,Maintenance or Facility,Park,,QUEENS
July,DOT,Street Light Condition,,,
July,HRA,Benefit Card Replacement,NYC Street Address,,
July,DOT,Traffic Signal Condition,,,
July,NYPD,Illegal Parking,Street/Sidewalk,,BRONX
July,HPD,SAFETY,RESIDENTIAL BUILDING,ATLANTIC AVENUE,BROOKLYN
July,DOT,Street Light Condition,,SOUTHBEACH PROMENADE,
July,DSNY,Sanitation Condition,Sidewalk,BRONX BOULEVARD,BRONX
July,FDNY,Fire Safety Director - F58,Street Address,WEST 54 STREET,NEW YORK
July,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,ROCKAWAY AVENUE,BROOKLYN
July,NYPD,Noise - Residential,Residential Building/House,PARK AVENUE,NEW YORK
July,NYPD,Illegal Parking,Street/Sidewalk,PERRY AVENUE,BRONX
July,DSNY,Derelict Vehicles,Street,,
July,DOT,Broken Muni Meter,Street,,SUNNYSIDE
July,NYPD,Non-Emergency Police Matter,Street/Sidewalk,MICHAEL LOOP,STATEN ISLAND
July,DOT,Street Light Condition,,214 STREET,Oakland Gardens
July,HPD,WATER LEAK,RESIDENTIAL BUILDING,HOE AVENUE,BRONX
July,NYPD,Noise - Residential,Residential Building/House,,SOUTH OZONE PARK
July,DOHMH,Rodent,Other (Explain Below),UNION ST,BROOKLYN
July,NYPD,Blocked Driveway,Street/Sidewalk,49 STREET,BROOKLYN
July,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,GILES PLACE,BRONX
July,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,GRAND CONCOURSE,BRONX
July,NYPD,Noise - Vehicle,Street/Sidewalk,EAST 80 STREET,NEW YORK
July,DEP,Sewer,,PRINCE STREET,Flushing
July,DOT,Ferry Inquiry,Terminal,,
July,DPR,New Tree Request,,ADAM CLAYTON POWELL JUNIOR BOULEVARD,NEW YORK
July,NYPD,Blocked Driveway,Street/Sidewalk,GRANT AVENUE,BRONX
July,NYPD,Blocked Driveway,Street/Sidewalk,VANSICLEN AVENUE,BROOKLYN
July,DOT,Street Sign - Damaged,Street,64 STREET,BROOKLYN
July,NYPD,Illegal Parking,Street/Sidewalk,JAMAICA AVENUE,FLORAL PARK
July,DPR,Damaged Tree,Street,58 STREET,BROOKLYN
July,DOT,Traffic Signal Condition,,,STATEN ISLAND
July,DPR,New Tree Request,Street,WEST 16 STREET,NEW YORK
July,HPD,ELECTRIC,RESIDENTIAL BUILDING,BAY STREET,STATEN ISLAND
July,NYPD,Derelict Vehicle,Street/Sidewalk,104 AVENUE,JAMAICA
July,DOT,Sidewalk Condition,Sidewalk,LEXINGTON AVENUE,NEW YORK
July,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,SCHENECTADY AVENUE,BROOKLYN
July,NYPD,Noise - Residential,Residential Building/House,PINEGROVE STREET,JAMAICA
July,NYPD,Noise - Commercial,Store/Commercial,37 AVENUE,LONG ISLAND CITY
July,DEP,Noise,,NORTH    6 STREET,BROOKLYN
July,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,CASTLE HILL AVENUE,BRONX
July,DOT,Street Light Condition,,,Elmhurst
July,NYPD,Illegal Parking,Street/Sidewalk,WATER STREET,NEW YORK
July,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,EAST  176 STREET,BRONX
July,NYPD,Illegal Parking,Street/Sidewalk,8 AVENUE,BROOKLYN
July,DOT,Street Light Condition,,,
July,DOT,Street Condition,Street,,BROOKLYN
July,DOF,DOF Parking - Payment Issue,N/A,,
July,NYPD,Non-Emergency Police Matter,Residential Building/House,113 STREET,SOUTH RICHMOND HILL
July,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,MORRIS AVENUE,BRONX
July,NYPD,Noise - Residential,Residential Building/House,SOMERSET STREET,JAMAICA
July,NYPD,Noise - Residential,Residential Building/House,HOLLAND AVENUE,BRONX
July,DOB,Plumbing,,76 STREET,BROOKLYN
July,NYPD,Noise - Residential,Residential Building/House,DUFFIELD STREET,BROOKLYN
July,DEP,Noise,,ELDERT STREET,BROOKLYN
July,DOHMH,Mosquitoes,Residential Property,WEST 136 STREET,NEW YORK
July,NYPD,Blocked Driveway,Street/Sidewalk,BROOKLYN AVENUE,BROOKLYN
July,DOHMH,Rodent,3+ Family Mixed Use Building,MARKET STREET,NEW YORK
July,DOT,Street Condition,,KAREN COURT,STATEN ISLAND
July,DSNY,Dirty Conditions,Lot,JEFFERSON AVENUE,BROOKLYN
July,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,ST NICHOLAS AVENUE,NEW YORK
July,DOT,Street Condition,,HENRY STREET,BROOKLYN
July,DEP,Asbestos,,ROBINSON STREET,Flushing
July,DOHMH,Unsanitary Pigeon Condition,3+ Family Apartment Building,RIVERSIDE DRIVE,NEW YORK
July,DEP,Water System,,,NEW YORK
July,DSNY,Litter Basket / Request,Sidewalk,,NEW YORK
July,NYPD,Blocked Driveway,Street/Sidewalk,HILL AVENUE,BRONX
July,DSNY,Sanitation Condition,Street,EAST   16 STREET,BROOKLYN
July,DEP,Noise,,19 STREET,BROOKLYN
July,HPD,GENERAL,RESIDENTIAL BUILDING,SHERMAN AVENUE,NEW YORK
July,NYPD,Noise - Vehicle,Street/Sidewalk,186 LANE,FRESH MEADOWS
July,DOHMH,Standing Water,1-2 Family Dwelling,JEWETT AVENUE,STATEN ISLAND
July,DPR,Root/Sewer/Sidewalk Condition,Street,BLAKE AVENUE,BROOKLYN
July,DOT,Street Condition,,152 STREET,Jamaica
July,HPD,ELECTRIC,RESIDENTIAL BUILDING,BILLINGSLEY TERRACE,BRONX
July,DPR,Overgrown Tree/Branches,Street,FIRST PLACE,BROOKLYN
July,DSNY,Missed Collection (All Materials),Sidewalk,CARROLL STREET,BROOKLYN
July,NYPD,Noise - Residential,Residential Building/House,EAST 229 STREET,BRONX
July,DOT,Street Condition,Street,,SPRINGFIELD GARDENS
July,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,WEST  207 STREET,NEW YORK
July,HPD,WATER LEAK,RESIDENTIAL BUILDING,CARROLL STREET,BROOKLYN
July,NYPD,Illegal Parking,Street/Sidewalk,124 STREET,COLLEGE POINT
July,DOT,Street Light Condition,,,BRONX
July,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,AVENUE B,BROOKLYN
July,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,EAST   25 STREET,NEW YORK
July,HPD,ELECTRIC,RESIDENTIAL BUILDING,EAST  187 STREET,BRONX
July,HPD,PLUMBING,RESIDENTIAL BUILDING,UNDERCLIFF AVENUE,BRONX
July,NYPD,Noise - Residential,Residential Building/House,DECATUR AVENUE,BRONX
July,DOT,Street Condition,Street,,FRESH MEADOWS
July,NYPD,Noise - Residential,Residential Building/House,112 PLACE,EAST ELMHURST
July,NYPD,Noise - Residential,Residential Building/House,,BROOKLYN
July,NYPD,Noise - Residential,Residential Building/House,JEROME STREET,BROOKLYN
July,DSNY,Dirty Conditions,Street,BOYNTON AVENUE,BRONX
July,NYPD,Noise - Vehicle,Street/Sidewalk,MADISON AVENUE,NEW YORK
July,DSNY,Missed Collection (All Materials),Sidewalk,PARSONS BOULEVARD,Whitestone
July,DSNY,Dirty Conditions,Sidewalk,LINDEN BOULEVARD,Jamaica
July,NYPD,Noise - Residential,Residential Building/House,ASTORIA BOULEVARD,ASTORIA
July,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,BROADWAY,Woodside
July,DPR,Violation of Park Rules,Park,,BRONX
July,DEP,Hazardous Materials,,WHITE STREET,BROOKLYN
July,NYPD,Noise - Residential,Residential Building/House,ELDERT LANE,BROOKLYN
July,NYPD,Noise - Commercial,Club/Bar/Restaurant,CROSS BAY BOULEVARD,HOWARD BEACH
July,DOHMH,Rodent,1-2 Family Dwelling,118 AVENUE,Jamaica
July,NYPD,Noise - Residential,Residential Building/House,EAST 10 STREET,NEW YORK
July,NYPD,Noise - Residential,Residential Building/House,134 STREET,RICHMOND HILL
July,NYPD,Homeless Encampment,Park/Playground,MERCER STREET,NEW YORK
July,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,PARK AVENUE,NEW YORK
July,HPD,PLUMBING,RESIDENTIAL BUILDING,DECATUR STREET,BROOKLYN
July,DEP,Water System,,WEST  118 STREET,NEW YORK
July,DOB,Building/Use,,HOBART AVENUE,BRONX
July,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,BRUCKNER BOULEVARD,BRONX
July,DOF,DOF Literature Request,,,
July,DEP,Water System,,,Astoria
July,DOHMH,Rodent,3+ Family Apt. Building,THAYER STREET,NEW YORK
July,DOHMH,Rodent,3+ Family Apt. Building,HAVEMEYER STREET,BROOKLYN
July,DOHMH,Rodent,Construction Site,38TH STREET,ASTORIA
July,DEP,Water System,,,
July,NYPD,Illegal Parking,Street/Sidewalk,ELDRIDGE AVENUE,STATEN ISLAND
July,DSNY,Dirty Conditions,Lot,BEACH  105 STREET,Rockaway Park
July,HPD,WATER LEAK,RESIDENTIAL BUILDING,WOODBINE STREET,Ridgewood
July,HPD,WATER LEAK,RESIDENTIAL BUILDING,WALLACE AVENUE,BRONX
July,DOB,General Construction/Plumbing,,RODNEY STREET,BROOKLYN
July,HPD,APPLIANCE,RESIDENTIAL BUILDING,WEST   48 STREET,NEW YORK
July,TLC,Taxi Complaint,Street,,SUNNYSIDE
July,DSNY,Vacant Lot,Lot,HUNTS POINT AVENUE,BRONX
July,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,WALTON AVENUE,BRONX
July,DEP,Water System,,XENIA STREET,Corona
July,NYPD,Blocked Driveway,Street/Sidewalk,172 STREET,JAMAICA
July,DEP,Sewer,,NORMAL ROAD,Jamaica
July,HPD,ELECTRIC,RESIDENTIAL BUILDING,HALSEY STREET,BROOKLYN
July,NYPD,Noise - Residential,Residential Building/House,EAST 223 STREET,BRONX
July,DEP,Sewer,,WEST    3 STREET,NEW YORK
July,DEP,Noise,,HOYT STREET,BROOKLYN
July,DOB,General Construction/Plumbing,,WEST  207 STREET,NEW YORK
July,DOT,Traffic Signal Condition,,,BROOKLYN
July,HPD,SAFETY,RESIDENTIAL BUILDING,HULL AVENUE,BRONX
July,HPD,WATER LEAK,RESIDENTIAL BUILDING,EAST   19 STREET,BROOKLYN
July,NYPD,Non-Emergency Police Matter,Street/Sidewalk,123 STREET,SOUTH OZONE PARK
July,NYPD,Illegal Parking,Street/Sidewalk,CARLTON AVENUE,BROOKLYN
July,NYPD,Illegal Parking,Street/Sidewalk,4 AVENUE,BROOKLYN
July,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,HUDSON STREET,NEW YORK
July,HPD,APPLIANCE,RESIDENTIAL BUILDING,BAINBRIDGE AVENUE,BRONX
July,DEP,Sewer,,GLENWOOD ROAD,BROOKLYN
July,DOF,DOF Literature Request,,,
July,DOT,Sidewalk Condition,Sidewalk,BAY 19 STREET,BROOKLYN
July,DPR,Maintenance or Facility,Pool,,BROOKLYN
July,DOF,DOF Parking - Tax Exemption,Address,,NEW YORK
July,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,67 DRIVE,Forest Hills
July,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,TELLER AVENUE,BRONX
July,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,155 STREET,Jamaica
July,DOT,Street Light Condition,,,BROOKLYN
July,DCA,Consumer Complaint,,QUEENS BOULEVARD,WOODSIDE
July,DSNY,Other Enforcement,Other,,Jamaica
July,DFTA,Housing - Low Income Senior,Senior Address,,BROOKLYN
July,CHALL,Opinion for the Mayor,,,
July,DOB,General Construction/Plumbing,,224 STREET,Queens Village
July,DOT,Street Light Condition,,NASHVILLE BLVD,Springfield Gardens
July,FDNY,Fire Safety Director - F58,Street Address,FIFTH AVENUE,NEW YORK
July,DPR,Maintenance or Facility,Park,,BRONX
July,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,UNION STREET,BROOKLYN
July,DOT,Street Light Condition,,,BROOKLYN
July,DPR,New Tree Request,Street,EAST 15 STREET,BROOKLYN
July,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,WEST  233 STREET,BRONX
July,DSNY,Sanitation Condition,Sidewalk,CRAFT AVENUE,Rosedale
July,HPD,SAFETY,RESIDENTIAL BUILDING,SCHOLES STREET,BROOKLYN
July,DCA,DCA / DOH New License Application Request,,,
July,DOF,DOF Literature Request,,,
July,DPR,Overgrown Tree/Branches,Street,128 STREET,SOUTH RICHMOND HILL
July,TLC,Taxi Complaint,,FRANKLIN AVENUE,BROOKLYN
July,TLC,Taxi Complaint,Street,,NEW YORK
